Unnamed: 0,b_b_mm,h_b_mm,As_d,As_n,L_kr_m,q_ts_m,def,target
63566,420,590,12,3,3.9,1.85,0.418,1
63568,380,470,14,3,4.8,0.94,0.307,1
63595,295,485,12,2,2.1,2.01,0.243,1
63597,320,360,14,1,2.7,1.66,0.668,1
63607,355,450,20,3,2.4,0.96,0.044,1
63618,495,395,12,3,2.1,1.45,0.145,1
63629,295,425,14,2,4.2,1.64,0.682,1
63636,370,365,16,2,0.8999999999999999,0.79,0.014,1
63637,275,440,16,1,3.3,1.27,0.479,1
63639,200,530,12,2,1.5,2.14,0.121,1
63640,175,565,14,1,4.8,0.66,0.525,1
63647,210,370,16,3,1.7999999999999998,1.84,0.092,1
63650,255,500,12,1,3.6,1.29,0.877,1
63652,465,405,18,3,0.8999999999999999,0.95,0.008,1
63657,165,525,12,3,4.2,1.54,0.474,1
63669,315,530,18,1,4.2,1.19,0.474,1
63672,370,530,20,3,5.1,2.36,0.398,1
63676,180,440,16,1,1.5,2.47,0.195,1
63683,265,425,12,2,2.4,2.19,0.399,1
63684,205,375,12,3,2.4,2.01,0.29,1
63685,380,535,16,1,0.8999999999999999,1.2,0.027,1
63701,290,550,16,3,6.0,2.49,0.847,1
63702,365,585,18,3,2.7,1.94,0.099,1
63718,425,585,20,3,5.4,1.74,0.291,1
63720,330,590,16,2,3.6,0.7,0.116,1
63725,150,530,16,3,0.8999999999999999,0.9,0.008,1
63727,340,525,16,3,3.0,1.84,0.163,1
63733,460,495,14,2,3.3,1.54,0.331,1
63737,145,580,12,2,2.7,1.35,0.228,1
63741,185,480,12,3,1.5,2.43,0.105,1
63750,420,480,12,1,2.1,2.2,0.528,1
63754,370,455,16,1,2.4,1.54,0.294,1
63769,400,440,14,3,5.7,0.76,0.375,1
63770,355,555,18,3,2.1,2.06,0.068,1
63779,220,385,14,3,1.7999999999999998,1.73,0.103,1
63782,150,380,18,3,2.1,2.38,0.14,1
63784,460,575,16,3,1.2,1.37,0.017,1
63790,470,385,14,2,1.2,2.0,0.074,1
63797,390,425,14,3,4.5,1.96,0.627,1
63802,230,435,18,1,0.8999999999999999,1.97,0.045,1
63804,180,535,12,1,3.3,1.67,0.893,1
63818,165,530,20,3,3.9,1.62,0.178,1
63819,250,430,20,2,4.5,2.02,0.507,1
63829,150,565,18,2,1.2,1.17,0.019,1
63837,365,420,18,1,2.4,2.3,0.384,1
63839,375,590,20,3,2.7,0.77,0.032,1
63841,140,360,12,1,1.5,1.14,0.194,1
63849,310,585,12,2,1.2,1.45,0.047,1
63853,195,490,20,2,1.5,2.08,0.051,1
63856,275,535,18,1,3.3,1.91,0.467,1
63863,310,560,18,1,3.0,2.32,0.444,1
63873,355,575,18,1,3.0,1.17,0.217,1
63880,260,525,16,2,4.5,1.39,0.413,1
63888,375,505,14,1,1.2,0.98,0.054,1
63891,480,460,18,1,6.0,0.67,0.629,1
63894,480,550,12,2,4.5,1.41,0.678,1
63895,240,455,12,1,5.1,0.51,0.769,1
63909,490,355,18,2,3.9,1.83,0.494,1
63912,295,540,20,2,5.4,1.95,0.534,1
63915,320,595,18,2,5.4,1.98,0.588,1
63916,465,400,16,3,5.1,0.75,0.256,1
63922,200,400,12,1,3.9,0.63,0.64,1
63933,205,405,18,3,1.2,1.85,0.031,1
63936,175,420,14,2,3.9,2.23,0.834,1
63950,320,540,12,2,3.0,2.02,0.443,1
63951,405,480,12,3,4.5,1.2,0.45,1
63957,495,400,16,3,5.1,1.27,0.432,1
63960,430,475,14,1,1.7999999999999998,1.99,0.263,1
63962,275,420,14,1,0.8999999999999999,0.63,0.024,1
63963,210,560,18,2,1.2,0.69,0.011,1
63972,400,485,20,1,2.1,2.42,0.216,1
63974,355,360,14,3,2.1,1.14,0.096,1
63977,335,580,14,3,2.4,2.2,0.144,1
63979,380,510,14,2,3.0,1.08,0.187,1
63984,315,480,18,2,1.7999999999999998,1.68,0.07,1
63993,185,555,18,2,5.7,0.94,0.348,1
64011,440,585,16,3,1.5,2.29,0.045,1
64029,285,460,16,2,3.3,0.57,0.105,1
64030,485,365,16,2,4.5,1.35,0.584,1
64031,180,550,14,3,3.3,2.14,0.29,1
64037,465,390,18,1,2.4,1.34,0.241,1
64040,155,360,14,3,2.7,0.97,0.147,1
64042,400,500,16,1,1.7999999999999998,1.38,0.134,1
64048,470,435,18,2,2.4,0.6,0.049,1
64049,430,420,12,2,3.3,2.15,0.741,1
64050,385,400,20,1,4.5,1.04,0.529,1
64052,435,545,16,1,3.0,2.36,0.58,1
64055,235,505,16,3,3.9,2.45,0.394,1
64056,340,590,12,3,3.9,1.77,0.402,1
64058,310,525,18,1,2.7,1.63,0.271,1
64069,275,470,14,2,3.3,0.76,0.175,1
64070,400,440,16,2,4.2,1.98,0.611,1
64078,305,510,16,2,2.4,0.74,0.064,1
64085,245,565,14,2,1.5,1.64,0.064,1
64088,190,410,14,3,1.5,2.46,0.096,1
64092,320,545,16,1,5.1,0.96,0.685,1
64098,255,380,18,1,4.8,0.58,0.438,1
64100,185,425,20,2,4.2,2.04,0.469,1
64114,330,570,20,3,4.2,1.67,0.177,1
64121,375,425,14,3,3.3,0.71,0.122,1
64142,425,425,18,2,3.0,1.92,0.252,1
64146,425,460,20,3,4.8,1.0,0.174,1
64148,435,575,16,3,3.0,2.18,0.173,1
64153,390,455,20,2,2.1,1.24,0.061,1
64155,405,490,20,1,3.3,0.52,0.113,1
64160,425,540,12,2,4.2,1.9,0.813,1
64162,205,395,16,1,2.4,1.7,0.386,1
64163,255,535,16,1,1.7999999999999998,1.86,0.169,1
64164,475,390,12,2,4.8,1.02,0.803,1
64165,145,360,20,1,1.5,1.98,0.134,1
64171,385,585,16,1,1.5,2.14,0.122,1
64174,155,465,18,1,0.8999999999999999,1.41,0.031,1
64176,225,425,20,3,5.1,2.42,0.567,1
64187,140,520,16,2,3.6,2.28,0.458,1
64188,425,415,16,2,4.5,1.17,0.441,1
64192,385,545,18,2,4.5,0.6,0.135,1
64196,330,480,12,3,4.8,1.11,0.476,1
64197,140,370,12,3,1.7999999999999998,1.81,0.154,1
64198,335,520,18,2,5.7,1.17,0.448,1
64201,495,455,18,3,0.8999999999999999,2.11,0.016,1
64210,270,400,20,2,3.3,1.03,0.15,1
64214,415,570,12,2,4.5,1.32,0.613,1
64223,490,570,12,2,6.0,0.94,0.774,1
64226,175,490,16,2,2.7,0.64,0.076,1
64229,465,405,18,3,6.0,1.52,0.572,1
64230,360,425,12,2,2.4,1.81,0.327,1
64234,330,490,12,1,1.5,2.44,0.293,1
64235,285,370,14,3,3.3,2.19,0.449,1
64243,465,400,20,2,3.9,0.76,0.148,1
64245,470,430,16,2,5.7,0.69,0.4,1
64259,255,510,18,3,3.0,1.77,0.134,1
64267,150,565,14,3,3.9,1.38,0.258,1
64270,180,480,18,3,1.5,1.37,0.029,1
64275,455,385,20,2,4.2,0.88,0.208,1
64277,340,570,14,1,2.7,1.01,0.249,1
64284,395,555,18,3,1.7999999999999998,0.9,0.022,1
64285,500,575,20,1,5.1,0.75,0.327,1
64289,245,540,12,3,1.7999999999999998,1.45,0.078,1
64290,345,430,16,1,4.8,0.8,0.651,1
64291,140,525,16,2,0.8999999999999999,0.64,0.008,1
64292,290,475,20,3,6.0,2.07,0.563,1
64295,195,525,14,3,1.7999999999999998,1.43,0.06,1
64300,465,405,14,2,3.0,1.09,0.24,1
64316,215,495,12,1,2.1,1.73,0.406,1
64320,470,465,20,2,3.6,1.32,0.185,1
64322,350,535,12,1,4.2,0.88,0.756,1
64325,230,510,14,2,5.7,1.12,0.711,1
64332,465,445,20,3,3.0,1.35,0.095,1
64335,470,540,12,2,1.7999999999999998,1.47,0.115,1
64337,440,365,20,2,5.4,1.54,0.643,1
64338,240,425,18,2,4.5,1.94,0.595,1
64345,370,575,12,1,4.2,1.25,0.995,1
64350,355,485,14,1,1.7999999999999998,1.4,0.182,1
64351,395,515,18,1,4.2,0.99,0.405,1
64361,415,495,14,1,4.2,0.8,0.552,1
64363,225,400,18,3,5.7,2.09,0.779,1
64366,450,545,16,1,4.2,0.68,0.327,1
64377,455,375,20,1,1.2,1.66,0.064,1
64382,490,510,20,2,2.4,0.87,0.049,1
64384,275,495,12,2,0.8999999999999999,2.13,0.046,1
64385,415,555,16,2,2.4,0.7,0.055,1
64386,360,470,18,3,2.7,2.34,0.153,1
64393,320,550,18,1,4.8,1.13,0.565,1
64398,310,410,14,3,6.0,0.52,0.312,1
64399,170,545,18,1,3.3,1.91,0.465,1
64403,475,445,14,1,1.2,1.28,0.08,1
64411,310,450,16,3,1.2,0.79,0.013,1
64414,315,580,18,1,4.5,1.49,0.618,1
64415,260,575,12,1,4.2,0.91,0.727,1
64421,285,415,18,1,1.2,1.18,0.05,1
64433,400,465,18,1,1.2,2.36,0.088,1
64446,335,390,12,1,3.3,1.25,0.926,1
64451,320,490,14,3,3.3,0.62,0.092,1
64453,450,470,16,2,5.1,1.37,0.578,1
64458,295,410,16,1,2.4,1.64,0.353,1
64477,405,590,12,1,1.7999999999999998,1.71,0.243,1
64493,290,395,18,1,1.2,2.43,0.109,1
64502,385,470,18,1,1.5,2.06,0.119,1
64506,385,550,16,1,1.7999999999999998,1.03,0.09,1
64511,475,475,20,3,4.8,0.98,0.163,1
64515,465,575,16,2,3.3,1.27,0.18,1
64516,190,515,12,3,1.7999999999999998,0.64,0.037,1
64525,435,505,14,3,3.6,2.18,0.369,1
64528,465,480,20,1,3.6,2.09,0.553,1
64532,320,570,18,3,4.2,2.34,0.301,1
64540,225,460,14,2,5.7,0.55,0.391,1
64552,460,495,20,1,1.7999999999999998,1.82,0.116,1
64566,385,580,20,2,1.2,0.54,0.007,1
64581,390,575,12,2,2.1,1.04,0.104,1
64588,485,560,12,2,3.3,2.08,0.528,1
64593,495,485,14,3,3.0,0.92,0.112,1
64600,330,455,14,2,1.7999999999999998,2.21,0.156,1
64602,300,370,14,3,5.4,1.45,0.792,1
64605,290,430,14,3,3.6,0.77,0.158,1
64609,235,540,20,1,2.4,1.88,0.198,1
64610,495,535,16,2,1.5,2.22,0.07,1
64612,150,540,18,1,3.0,2.05,0.419,1
64614,495,465,12,2,3.3,1.24,0.383,1
64620,470,380,16,3,4.5,1.3,0.366,1
64621,235,565,18,1,3.9,0.76,0.246,1
64624,445,575,12,3,4.2,1.12,0.301,1
64626,320,360,18,1,3.0,1.98,0.615,1
64630,240,425,12,3,5.1,0.67,0.375,1
64631,350,535,18,3,0.8999999999999999,1.61,0.01,1
64636,200,525,12,3,4.5,0.94,0.329,1
64641,365,495,20,1,3.0,1.87,0.334,1
64643,500,385,16,2,0.8999999999999999,1.08,0.018,1
64644,275,420,18,2,3.0,1.22,0.167,1
64649,325,430,16,3,4.5,2.11,0.528,1
64676,270,590,18,1,1.2,2.33,0.068,1
64682,180,555,14,2,3.6,0.51,0.119,1
64684,155,530,12,3,4.8,0.78,0.312,1
64698,220,520,12,3,5.1,0.97,0.438,1
64699,415,470,16,2,1.2,1.69,0.04,1
64700,170,410,18,2,4.5,2.15,0.714,1
64702,200,470,14,1,1.2,0.56,0.034,1
64703,455,365,20,3,2.7,1.94,0.139,1
64708,440,440,12,1,1.5,2.22,0.298,1
64709,285,535,20,3,4.8,0.67,0.101,1
64716,290,460,18,3,5.4,1.78,0.487,1
64724,335,470,14,1,3.9,1.5,0.946,1
64732,490,490,14,3,3.6,0.55,0.096,1
64738,390,450,20,2,0.8999999999999999,2.2,0.02,1
64743,400,525,12,3,0.8999999999999999,1.04,0.014,1
64749,280,405,20,2,4.5,1.55,0.413,1
64760,470,365,18,3,5.1,1.97,0.604,1
64761,225,425,16,2,1.5,1.41,0.06,1
64766,285,415,16,2,1.2,1.43,0.039,1
64768,405,450,18,2,2.1,1.61,0.097,1
64771,140,355,12,2,4.8,0.97,0.891,1
64774,375,430,16,3,6.0,1.27,0.56,1
64794,300,355,20,3,5.4,2.44,0.766,1
64795,495,480,18,2,4.8,1.95,0.569,1
64797,340,370,18,1,1.7999999999999998,2.33,0.252,1
64801,205,405,14,3,3.6,1.81,0.409,1
64803,385,455,18,1,2.4,1.25,0.191,1
64807,285,355,18,1,2.1,1.86,0.289,1
64808,315,430,16,3,2.7,0.81,0.073,1
64810,295,580,12,3,4.2,0.99,0.266,1
64818,280,515,20,1,5.7,1.6,0.997,1
64825,160,600,14,2,4.2,1.54,0.452,1
64830,315,485,20,2,1.5,2.04,0.048,1
64833,150,500,14,2,1.2,1.98,0.058,1
64846,205,555,20,2,3.9,1.6,0.228,1
64848,485,565,12,3,3.3,2.08,0.351,1
64859,470,600,14,1,2.4,1.55,0.285,1
64863,430,475,20,3,3.9,1.91,0.211,1
64864,385,555,18,1,0.8999999999999999,2.23,0.039,1
64868,175,475,18,3,1.2,1.44,0.02,1
64870,375,495,16,3,4.8,0.93,0.224,1
64873,280,500,14,3,5.1,0.93,0.325,1
64876,460,485,20,1,1.5,0.84,0.038,1
64877,150,475,18,3,5.4,1.04,0.301,1
64881,320,540,20,3,6.0,2.44,0.564,1
64892,500,545,18,3,1.2,1.56,0.017,1
64893,335,545,16,3,3.0,1.4,0.119,1
64899,280,590,20,1,4.5,2.42,0.81,1
64909,225,520,14,1,4.2,1.11,0.734,1
64917,215,475,12,2,2.1,2.47,0.308,1
64921,400,425,16,3,1.2,1.23,0.022,1
64923,210,405,12,2,2.7,2.31,0.566,1
64933,335,455,14,2,5.4,0.89,0.566,1
64941,150,415,18,2,4.8,1.78,0.674,1
64947,235,365,20,3,3.3,2.44,0.289,1
64954,320,490,12,3,5.1,1.32,0.626,1
64957,280,425,14,3,4.8,1.14,0.423,1
64971,335,565,16,2,3.9,1.14,0.232,1
64972,210,355,16,2,3.9,1.72,0.607,1
64973,445,495,12,1,2.1,2.1,0.488,1
64974,335,415,16,3,4.2,1.45,0.329,1
64992,355,390,12,2,3.0,1.23,0.381,1
64995,440,485,12,3,4.5,1.01,0.373,1
64996,280,480,12,3,4.8,1.75,0.755,1
65012,220,375,20,3,5.4,1.91,0.594,1
65015,385,540,16,2,3.6,1.49,0.271,1
65016,290,410,14,1,2.1,1.37,0.29,1
65017,390,375,20,2,0.8999999999999999,2.4,0.027,1
65023,270,470,16,3,3.0,1.8,0.184,1
65024,475,525,20,3,3.6,2.37,0.198,1
65029,405,435,14,1,0.8999999999999999,1.71,0.062,1
65030,445,585,16,1,2.1,1.29,0.144,1
65042,455,465,12,1,3.0,0.74,0.374,1
65043,445,535,18,1,4.2,1.15,0.45,1
65044,265,455,12,1,1.5,0.67,0.087,1
65048,485,455,16,1,3.3,1.08,0.388,1
65053,150,385,16,2,1.7999999999999998,1.07,0.076,1
65054,360,425,16,3,3.6,2.34,0.377,1
65070,480,445,14,3,2.7,0.74,0.08,1
65072,385,580,16,3,2.7,2.19,0.14,1
65081,395,410,20,3,5.1,1.35,0.305,1
65087,145,380,12,3,2.7,2.34,0.434,1
65091,360,375,16,2,3.6,1.87,0.508,1
65094,210,585,18,3,3.0,0.82,0.054,1
65105,320,555,20,1,4.8,1.12,0.454,1
65117,195,360,18,3,5.4,1.08,0.424,1
65124,315,385,12,1,3.6,0.83,0.742,1
65127,320,455,18,3,6.0,1.48,0.502,1
65130,265,485,14,3,3.3,1.94,0.295,1
65136,500,555,20,1,2.4,1.42,0.142,1
65143,150,475,16,2,2.1,1.33,0.1,1
65157,225,465,18,1,3.9,2.07,0.829,1
65162,490,565,16,1,1.2,0.58,0.022,1
65163,325,370,16,2,1.5,1.92,0.093,1
65181,490,550,16,3,3.6,1.39,0.166,1
65182,155,370,12,2,2.7,0.78,0.215,1
65185,385,395,18,3,5.1,2.07,0.588,1
65189,495,520,14,3,3.0,1.65,0.187,1
65204,395,520,16,3,4.2,1.4,0.244,1
65213,315,405,16,3,1.5,1.28,0.038,1
65238,195,405,20,3,2.4,1.26,0.072,1
65241,230,595,18,2,4.8,0.67,0.16,1
65242,280,580,18,3,2.4,2.2,0.091,1
65246,170,565,12,3,3.3,1.96,0.343,1
65247,200,430,18,3,5.7,0.77,0.267,1
65250,215,585,18,3,2.1,2.49,0.08,1
65262,235,470,14,3,3.3,1.01,0.16,1
65268,490,425,12,1,2.7,2.08,0.937,1
65285,365,420,12,1,1.2,1.16,0.105,1
65297,230,585,18,3,5.4,1.86,0.394,1
65309,370,525,16,2,3.9,2.37,0.522,1
65315,430,415,14,3,4.5,1.48,0.484,1
65316,225,580,16,1,3.3,1.6,0.45,1
65331,270,375,14,1,1.7999999999999998,2.45,0.421,1
65340,265,535,12,3,1.2,1.95,0.047,1
65343,380,400,12,2,1.7999999999999998,1.5,0.162,1
65344,245,415,20,3,2.7,1.77,0.118,1
65346,275,535,14,3,2.7,1.8,0.164,1
65350,250,395,12,3,1.5,0.86,0.045,1
65357,475,580,20,1,4.2,2.39,0.701,1
65359,500,395,16,2,4.2,1.67,0.576,1
65360,270,525,18,3,4.5,1.62,0.266,1
65364,425,570,12,1,2.7,1.4,0.465,1
65369,370,480,14,2,1.7999999999999998,2.41,0.16,1
65375,295,455,14,3,2.7,1.02,0.111,1
65377,310,590,16,3,2.7,2.47,0.157,1
65384,495,570,18,3,3.9,0.76,0.082,1
65387,180,530,18,3,5.4,2.31,0.566,1
65405,255,460,20,3,3.3,1.07,0.093,1
65411,465,585,12,3,3.0,2.38,0.32,1
65413,155,565,20,2,1.2,1.46,0.02,1
65420,465,475,18,1,3.9,2.12,0.813,1
65422,455,470,18,1,4.2,1.45,0.652,1
65423,345,580,18,3,1.2,0.58,0.006,1
65425,440,585,12,3,6.0,1.13,0.609,1
65444,175,555,12,3,3.0,1.9,0.28,1
65445,320,435,12,2,1.2,0.73,0.032,1
65446,440,445,18,3,4.8,2.22,0.482,1
65447,195,565,20,2,4.5,1.04,0.194,1
65449,490,470,12,3,4.5,1.09,0.415,1
65451,295,485,20,3,4.5,0.59,0.088,1
65456,235,415,14,3,1.7999999999999998,1.46,0.079,1
65459,480,390,16,1,0.8999999999999999,0.72,0.023,1
65460,255,475,12,3,3.6,0.88,0.217,1
65461,320,535,16,3,1.2,0.58,0.008,1
65469,295,515,18,1,6.0,0.75,0.63,1
65473,305,435,14,1,0.8999999999999999,1.91,0.07,1
65478,330,595,20,2,4.5,1.53,0.259,1
65479,400,455,12,1,2.4,0.79,0.262,1
65481,395,355,18,3,3.9,1.2,0.226,1
65483,260,415,14,2,1.7999999999999998,1.2,0.095,1
65499,230,445,12,3,2.7,0.51,0.076,1
65515,325,595,18,1,4.5,1.87,0.754,1
65516,280,505,18,1,3.9,1.12,0.407,1
65529,255,560,12,2,3.0,1.77,0.376,1
65536,140,580,18,1,1.2,1.21,0.037,1
65542,415,355,12,2,4.2,1.11,0.743,1
65548,465,570,16,2,2.4,2.49,0.189,1
65553,360,550,18,1,5.4,0.9,0.568,1
65555,420,355,14,2,3.9,0.93,0.401,1
65571,140,495,12,2,3.9,1.11,0.465,1
65576,360,445,18,2,2.4,1.88,0.151,1
65577,155,505,18,1,4.8,1.13,0.636,1
65581,400,510,16,2,5.4,1.85,0.803,1
65586,170,415,14,1,2.1,1.31,0.278,1
65588,325,445,12,1,0.8999999999999999,0.61,0.029,1
65589,345,395,16,2,2.1,0.68,0.06,1
65592,365,595,20,1,2.7,1.82,0.216,1
65603,325,405,20,1,3.6,1.91,0.616,1
65608,305,400,12,3,3.0,0.78,0.16,1
65614,420,365,20,1,3.6,1.16,0.417,1
65622,375,415,12,3,5.4,1.08,0.683,1
65624,215,550,14,2,4.8,1.95,0.811,1
65629,260,435,14,3,5.1,1.34,0.55,1
65633,185,415,20,1,2.1,0.63,0.069,1
65643,205,425,12,2,3.0,1.75,0.503,1
65645,155,485,18,2,2.1,0.79,0.047,1
65648,255,485,20,3,3.6,1.35,0.131,1
65654,260,390,18,2,1.7999999999999998,1.19,0.064,1
65662,145,485,12,2,3.9,0.68,0.291,1
65663,305,465,18,3,5.4,0.98,0.264,1
65666,375,470,18,3,4.8,2.16,0.446,1
65669,185,565,20,3,2.4,0.71,0.027,1
65670,260,515,12,1,2.4,1.37,0.401,1
65673,150,450,20,3,3.3,1.74,0.174,1
65677,480,385,18,2,5.7,1.6,0.842,1
65682,235,390,12,3,2.7,2.25,0.389,1
65686,360,460,16,1,1.5,2.43,0.179,1
65698,200,370,12,3,3.0,0.66,0.151,1
65718,280,515,20,1,1.7999999999999998,0.72,0.045,1
65728,375,510,14,3,3.0,1.89,0.221,1
65732,265,355,18,3,2.7,0.81,0.077,1
65744,265,410,12,2,2.1,1.52,0.22,1
65750,345,580,18,3,1.5,0.86,0.014,1
65756,375,510,18,3,1.2,2.49,0.029,1
65757,350,370,16,3,3.0,1.06,0.139,1
65759,280,365,14,2,3.3,2.1,0.64,1
65766,270,455,12,3,3.3,0.68,0.147,1
65775,145,505,18,2,3.9,2.17,0.43,1
65778,295,410,18,1,1.7999999999999998,1.17,0.114,1
65787,450,405,18,3,2.7,1.6,0.122,1
65791,495,460,20,1,2.1,2.42,0.228,1
65795,160,400,18,3,1.5,1.99,0.055,1
65796,325,420,14,3,3.3,1.84,0.324,1
65797,205,595,20,2,2.1,0.99,0.038,1
65810,355,420,12,3,3.0,2.01,0.388,1
65816,190,555,16,2,1.2,1.49,0.03,1
65818,485,540,20,1,5.4,0.81,0.424,1
65828,270,470,16,2,1.2,1.93,0.046,1
65834,205,490,16,3,5.7,2.12,0.763,1
65842,155,565,14,3,2.1,2.08,0.112,1
65843,260,425,20,3,6.0,0.96,0.304,1
65852,365,480,18,2,1.7999999999999998,1.19,0.049,1
65857,215,520,20,1,3.6,1.81,0.45,1
65858,255,440,12,2,5.1,0.53,0.421,1
65862,255,585,12,1,2.7,1.22,0.396,1
65867,310,510,16,2,5.7,0.75,0.366,1
65868,395,590,12,3,5.4,2.1,0.91,1
65869,170,400,20,2,3.0,1.83,0.235,1
65877,430,360,12,1,3.6,0.56,0.535,1
65886,275,550,20,2,4.8,1.02,0.217,1
65887,155,375,14,1,0.8999999999999999,1.14,0.05,1
65888,410,405,12,1,4.8,0.54,0.81,1
65890,225,510,14,2,1.7999999999999998,1.75,0.111,1
65899,285,560,12,3,5.7,1.5,0.773,1
65910,435,480,18,3,4.8,0.57,0.114,1
65911,465,510,14,3,3.6,1.26,0.21,1
65913,370,495,20,1,1.5,1.69,0.075,1
65927,265,495,14,3,4.5,0.55,0.152,1
65930,320,400,16,1,4.8,0.72,0.635,1
65935,275,485,14,3,4.5,1.05,0.296,1
65943,475,480,18,3,3.3,1.59,0.149,1
65948,180,525,14,1,1.7999999999999998,0.59,0.071,1
65961,350,575,14,2,2.7,0.85,0.105,1
65964,225,530,12,2,3.3,1.26,0.344,1
65970,445,595,12,2,3.9,2.21,0.736,1
65971,240,460,20,2,4.5,2.02,0.47,1
65973,430,435,16,1,3.3,0.77,0.291,1
65977,335,480,16,1,3.0,2.33,0.658,1
65978,440,510,20,1,3.6,1.45,0.36,1
65989,445,460,20,2,6.0,1.71,0.676,1
65998,380,505,18,1,3.3,2.16,0.557,1
66004,480,480,14,1,4.2,1.13,0.804,1
66006,350,425,14,3,3.9,1.01,0.244,1
66007,390,575,14,2,3.6,2.34,0.512,1
66010,365,580,16,2,0.8999999999999999,1.6,0.017,1
66015,345,515,14,2,4.5,0.6,0.232,1
66019,145,490,18,3,3.9,0.96,0.14,1
66021,480,535,16,1,1.2,1.83,0.073,1
66022,195,505,12,2,4.8,0.96,0.587,1
66046,180,495,12,1,2.1,0.55,0.129,1
66048,425,535,20,1,4.8,2.04,0.854,1
66049,435,480,20,3,5.1,2.26,0.421,1
66056,215,550,14,2,1.2,1.71,0.044,1
66062,445,400,18,3,1.5,1.29,0.031,1
66066,205,565,20,1,2.7,2.21,0.283,1
66073,410,590,16,1,6.0,0.75,0.678,1
66076,340,475,18,1,3.9,0.56,0.216,1
66083,315,390,16,3,3.0,2.09,0.261,1
66087,365,495,18,1,1.5,1.48,0.081,1
66096,315,395,20,1,4.5,1.77,0.919,1
66102,145,530,14,3,4.8,1.3,0.397,1
66103,190,515,14,1,0.8999999999999999,2.1,0.065,1
66108,365,600,18,3,3.9,1.07,0.111,1
66125,455,595,20,3,2.7,1.09,0.045,1
66126,455,475,20,3,3.0,1.64,0.107,1
66128,235,420,18,3,5.1,1.4,0.391,1
66129,400,405,16,3,1.5,2.18,0.064,1
66135,380,555,20,2,2.7,1.5,0.098,1
66137,275,480,16,1,3.0,1.12,0.318,1
66144,430,470,14,1,1.5,2.32,0.215,1
66151,285,430,16,2,1.5,1.39,0.057,1
66154,270,580,18,1,1.7999999999999998,2.39,0.159,1
66157,370,440,16,3,2.7,1.29,0.112,1
66159,255,525,18,1,2.7,2.48,0.415,1
66160,245,495,18,2,5.4,2.27,0.84,1
66166,495,585,18,1,4.8,0.89,0.413,1
66173,325,545,16,1,2.7,1.0,0.2,1
66175,230,455,18,1,3.3,2.35,0.689,1
66176,410,375,14,2,2.1,1.99,0.235,1
66184,260,565,12,3,3.3,2.49,0.427,1
66191,270,510,18,2,2.4,0.63,0.044,1
66194,185,500,18,1,1.5,2.34,0.129,1
66195,440,590,20,3,3.6,1.53,0.112,1
66198,420,460,12,2,2.1,1.01,0.128,1
66200,160,515,16,2,1.7999999999999998,1.98,0.099,1
66207,285,570,14,1,1.7999999999999998,1.33,0.146,1
66210,155,545,16,2,2.1,1.33,0.085,1
66215,180,540,14,2,3.6,1.1,0.265,1
66218,275,485,20,2,5.4,0.74,0.23,1
66220,335,465,20,3,5.1,1.12,0.222,1
66222,490,365,14,3,3.9,1.93,0.543,1
66225,400,545,14,1,5.7,0.86,0.988,1
66230,380,460,20,1,3.0,2.25,0.435,1
66241,380,410,18,1,4.8,1.18,0.808,1
66244,425,415,14,2,5.1,0.86,0.535,1
66249,475,440,20,3,4.8,0.56,0.102,1
66253,425,405,16,2,6.0,0.86,0.592,1
66254,450,440,20,2,4.8,1.5,0.399,1
66256,455,385,20,3,3.0,1.31,0.109,1
66257,305,585,16,3,0.8999999999999999,1.85,0.013,1
66260,205,365,20,3,0.8999999999999999,1.07,0.01,1
66262,340,465,16,3,2.7,1.89,0.155,1
66265,285,450,16,1,0.8999999999999999,1.17,0.032,1
66275,500,425,12,3,3.9,1.13,0.36,1
66283,375,445,16,1,0.8999999999999999,0.64,0.018,1
66286,360,480,14,3,5.4,0.8,0.324,1
66293,415,400,14,2,1.2,1.4,0.05,1
66294,235,520,16,1,1.5,1.63,0.106,1
66300,160,490,18,2,5.4,0.63,0.245,1
66305,310,490,18,1,0.8999999999999999,2.28,0.045,1
66308,355,500,18,2,1.2,2.41,0.043,1
66316,470,545,20,2,5.1,2.25,0.531,1
66317,225,385,14,2,1.2,0.65,0.025,1
66319,180,585,18,1,1.7999999999999998,1.37,0.092,1
66326,185,565,14,2,1.2,1.71,0.043,1
66338,375,525,12,2,4.5,1.53,0.776,1
66341,450,360,12,3,3.9,1.05,0.401,1
66355,240,495,20,1,4.5,1.17,0.478,1
66356,225,490,18,3,5.4,2.01,0.525,1
66361,265,385,16,3,2.4,0.58,0.048,1
66371,480,600,16,1,3.0,1.04,0.23,1
66385,300,550,14,2,3.6,2.29,0.529,1
66387,290,455,16,3,6.0,1.55,0.653,1
66390,235,430,14,3,4.2,1.54,0.437,1
66403,180,415,18,2,3.6,1.53,0.318,1
66405,440,430,12,1,2.4,1.67,0.587,1
66423,345,570,18,1,3.0,2.41,0.452,1
66425,450,545,18,3,5.4,2.09,0.457,1
66428,155,590,18,3,3.3,1.6,0.132,1
66432,315,360,12,1,1.2,2.24,0.239,1
66442,260,535,16,1,1.2,0.93,0.038,1
66446,250,525,14,2,4.2,1.73,0.576,1
66452,450,495,12,2,4.2,0.7,0.328,1
66454,460,465,14,1,3.9,1.29,0.819,1
66458,370,435,16,3,3.3,2.43,0.32,1
